4651000.000000, 9329000.000000, -10.898222
4652000.000000, 9329000.000000, -10.156764
4653000.000000, 9329000.000000, -10.146746
4654000.000000, 9329000.000000, -9.920608
4655000.000000, 9329000.000000, -9.473110
4656000.000000, 9329000.000000, -9.724213
4657000.000000, 9329000.000000, -9.984671
4658000.000000, 9329000.000000, -10.025718
4659000.000000, 9329000.000000, -10.031160
4660000.000000, 9329000.000000, -10.379606
4661000.000000, 9329000.000000, -11.386894
4662000.000000, 9329000.000000, -12.995497
4663000.000000, 9329000.000000, -14.564716
4664000.000000, 9329000.000000, -16.791739
4665000.000000, 9329000.000000, -19.955221
4666000.000000, 9329000.000000, -25.169382
4667000.000000, 9329000.000000, -31.645489
4668000.000000, 9329000.000000, -35.124950
4669000.000000, 9329000.000000, -35.835789
4670000.000000, 9329000.000000, -37.696815
4671000.000000, 9329000.000000, -41.160645
4672000.000000, 9329000.000000, -40.208496
4673000.000000, 9329000.000000, -39.859951
4674000.000000, 9329000.000000, -38.823257
4675000.000000, 9329000.000000, -37.462704
4676000.000000, 9329000.000000, -37.687046
4677000.000000, 9329000.000000, -39.004230
4678000.000000, 9329000.000000, -40.048138
4679000.000000, 9329000.000000, -40.642822
4680000.000000, 9329000.000000, -41.394787
4681000.000000, 9329000.000000, -42.000874
4682000.000000, 9329000.000000, -41.359539
4683000.000000, 9329000.000000, -38.928524
4684000.000000, 9329000.000000, -36.777267
4685000.000000, 9329000.000000, -35.185272
4686000.000000, 9329000.000000, -33.808609
4687000.000000, 9329000.000000, -32.863869
4688000.000000, 9329000.000000, -32.021488
4689000.000000, 9329000.000000, -30.554184
4690000.000000, 9329000.000000, -27.763178
4691000.000000, 9329000.000000, -23.031303
4692000.000000, 9329000.000000, -17.024715
4693000.000000, 9329000.000000, -12.776436
4694000.000000, 9329000.000000, -9.917761
4695000.000000, 9329000.000000, -7.662937
4696000.000000, 9329000.000000, -6.017887
4697000.000000, 9329000.000000, -4.966116
4698000.000000, 9329000.000000, -4.950411
4699000.000000, 9329000.000000, -6.184594
4700000.000000, 9329000.000000, -7.236865
4701000.000000, 9329000.000000, -5.431410
4702000.000000, 9329000.000000, -1.941440
4703000.000000, 9329000.000000, 1.671030
4704000.000000, 9329000.000000, 4.289321
4705000.000000, 9329000.000000, 6.076462
4706000.000000, 9329000.000000, 7.211228
4707000.000000, 9329000.000000, 7.496986
4708000.000000, 9329000.000000, 7.084522
4709000.000000, 9329000.000000, 6.788675
4710000.000000, 9329000.000000, 7.170889
4711000.000000, 9329000.000000, 7.921203
4712000.000000, 9329000.000000, 9.428599
4713000.000000, 9329000.000000, 11.503640
4714000.000000, 9329000.000000, 13.365685
4715000.000000, 9329000.000000, 15.065956
4716000.000000, 9329000.000000, 16.577507
4717000.000000, 9329000.000000, 17.157068
4718000.000000, 9329000.000000, 16.031954
4719000.000000, 9329000.000000, 13.925448
4720000.000000, 9329000.000000, 13.442387
4721000.000000, 9329000.000000, 11.373018
4722000.000000, 9329000.000000, 8.102801
4723000.000000, 9329000.000000, 9.382331
4724000.000000, 9329000.000000, 10.768010
4725000.000000, 9329000.000000, 10.248922
4726000.000000, 9329000.000000, 7.809577
4727000.000000, 9329000.000000, 4.018636
4728000.000000, 9329000.000000, -0.097179
4729000.000000, 9329000.000000, -3.117093
4730000.000000, 9329000.000000, -7.797343
4731000.000000, 9329000.000000, -13.817952
4732000.000000, 9329000.000000, -16.550131
4733000.000000, 9329000.000000, -13.324595
4734000.000000, 9329000.000000, -7.085198
4735000.000000, 9329000.000000, -0.751762
4736000.000000, 9329000.000000, 4.325162
4737000.000000, 9329000.000000, 7.827864
4738000.000000, 9329000.000000, 9.780805
4739000.000000, 9329000.000000, 10.665679
4740000.000000, 9329000.000000, 13.469953
4741000.000000, 9329000.000000, 19.025625
4742000.000000, 9329000.000000, 26.737867
4743000.000000, 9329000.000000, 36.333920
4744000.000000, 9329000.000000, 45.876320
4745000.000000, 9329000.000000, 53.050251
4746000.000000, 9329000.000000, 58.000717
4747000.000000, 9329000.000000, 62.943638
4748000.000000, 9329000.000000, 67.430016
4749000.000000, 9329000.000000, 71.449875
4750000.000000, 9329000.000000, 70.391190
4751000.000000, 9329000.000000, 64.670967
4752000.000000, 9329000.000000, 56.350945
4753000.000000, 9329000.000000, 47.902737
4754000.000000, 9329000.000000, 41.113525
4755000.000000, 9329000.000000, 35.968304
4756000.000000, 9329000.000000, 30.622192
4757000.000000, 9329000.000000, 23.562042
4758000.000000, 9329000.000000, 17.907253
4759000.000000, 9329000.000000, 13.574914
4760000.000000, 9329000.000000, 9.785707
4761000.000000, 9329000.000000, 8.476456
4762000.000000, 9329000.000000, 7.477084
4763000.000000, 9329000.000000, 4.313242
4764000.000000, 9329000.000000, -1.152148
4765000.000000, 9329000.000000, -6.815707
4766000.000000, 9329000.000000, -10.767872
4767000.000000, 9329000.000000, -13.594961
4768000.000000, 9329000.000000, -13.872792
4769000.000000, 9329000.000000, -11.701985
4770000.000000, 9329000.000000, -14.031284
4771000.000000, 9329000.000000, -19.021822
4772000.000000, 9329000.000000, -22.812950
4773000.000000, 9329000.000000, -23.585993
4774000.000000, 9329000.000000, -21.519423
4775000.000000, 9329000.000000, -18.478510
4776000.000000, 9329000.000000, -18.049021
4777000.000000, 9329000.000000, -22.487518
4778000.000000, 9329000.000000, -31.614712
4779000.000000, 9329000.000000, -39.606792
4780000.000000, 9329000.000000, -45.876347
4781000.000000, 9329000.000000, -50.556450
4782000.000000, 9329000.000000, -52.599644
4783000.000000, 9329000.000000, -51.610989
